小区编号,小区栋数,小区户数（户）,小区人口数（人）,小区横坐标,小区纵坐标,街道编号,所属区域
1065,58,3773,8591,37.3615,5.541,F0016,长春新区(高新)
1066,36,1101,2439,39.764,26.768,F0017,长春新区(高新)
1067,28,1777,4046,41.5435,6.726666667,F0016,长春新区(高新)
1068,16,1207,3085,40.69575,31.71133333,F0019,长春新区(高新)
1069,32,3044,7371,33.91025,9.343666667,F0028,长春新区(高新)
1070,16,970,2456,36.02575,26.15266667,F0027,长春新区(高新)
1071,12,2957,7161,32.9585,14.97633333,F0028,长春新区(高新)
1072,42,1546,3520,41.42225,17.29633333,F0016,长春新区(高新)
1073,22,584,1294,37.69525,26.11833333,F0017,长春新区(高新)
1074,8,454,1284,45.14425,26.156,F0021,长春新区(高新)
1075,8,782,1980,34.808,24.925,F0027,长春新区(高新)
1076,30,823,1823,41.8935,26.10333333,F0017,长春新区(高新)
1077,15,520,1152,42.5585,29.49466667,F0017,长春新区(高新)
1078,12,1353,3081,41.66075,23.04633333,F0016,长春新区(高新)
1079,18,3995,9152,36.33075,9.354,F0023,长春新区(高新)
1080,10,1694,4414,33.92975,15.89133333,F0029,长春新区(高新)
1081,15,1226,2532,38.51225,18.64366667,F0003,长春新区(高新)
1082,8,790,1670,48.291,26.95033333,F0010,长春新区(高新)
1083,11,812,1860,34.55025,13.79033333,F0023,长春新区(高新)
1084,28,1850,3911,40.1315,17.769,F0010,长春新区(高新)
1085,10,492,1173,35.90525,26.106,F0024,长春新区(高新)
1086,15,464,981,45.01775,27.77066667,F0010,长春新区(高新)
1087,12,494,1044,41.64075,15.92166667,F0010,长春新区(高新)
1088,8,472,1055,43.56825,29.404,F0001,长春新区(高新)
1089,34,901,2015,40.15425,25.818,F0001,长春新区(高新)
1090,20,1194,2761,40.62125,29.10433333,F0004,长春新区(高新)
1091,12,568,1201,41.188,14.465,F0010,长春新区(高新)
1092,11,1419,3251,30.2475,19.98066667,F0023,长春新区(高新)
1093,5,973,2057,40.5455,20.97233333,F0010,长春新区(高新)
1094,10,783,1655,39.48775,22.26833333,F0010,长春新区(高新)
1095,9,1050,2288,40.1315,17.769,F0012,长春新区(高新)
1096,64,1321,2878,41.47475,8.034666667,F0012,长春新区(高新)
1097,10,253,551,45.39975,28.89833333,F0012,长春新区(高新)
1098,4,524,1142,45.1575,26.15533333,F0012,长春新区(高新)
1099,9,684,1567,34.57575,14.53133333,F0023,长春新区(高新)
1100,8,281,612,44.58,27.05266667,F0012,长春新区(高新)
1101,7,537,1170,41.01025,15.75833333,F0012,长春新区(高新)
1102,6,713,1700,36.26325,21.691,F0024,长春新区(高新)
1103,1,527,2156,47.19425,26.84733333,F0013,长春新区(高新)
1104,26,1394,3243,48.47975,26.285,F0013,长春新区(高新)
1105,9,689,1578,32.358,15.63533333,F0023,长春新区(高新)
1106,3,252,586,45.4845,27.12233333,F0013,长春新区(高新)
1107,23,850,2589,45.01,29.764,F0002,长春新区(高新)
1108,32,982,2284,41.308,9.365,F0013,长春新区(高新)
1109,19,447,999,41.19375,27.30833333,F0001,长春新区(高新)
1110,8,506,1170,40.99725,30.75633333,F0004,长春新区(高新)
1111,10,1504,3466,30.7195,12.54166667,F0025,长春新区(高新)
1112,8,987,2353,30.25775,19.498,F0024,长春新区(高新)
1113,7,1562,3724,38.88375,24.243,F0024,长春新区(高新)
1114,30,1231,2752,38.918,29.68733333,F0001,长春新区(高新)
1115,1,192,447,44.9725,27.18333333,F0013,长春新区(高新)
1116,42,1275,3040,32.417,5.199333333,F0024,长春新区(高新)
1117,12,1089,2596,38.949,26.979,F0024,长春新区(高新)
1118,20,1361,2915,48.32125,25.026,F0014,长春新区(高新)
1119,28,3321,7112,35.9695,8.701666667,F0014,长春新区(高新)
1120,22,1313,5240,37.3915,22.57166667,F0026,长春新区(高新)
1121,6,150,321,44.56775,28.50633333,F0014,长春新区(高新)
1122,10,1422,5676,38.0165,23.37333333,F0026,长春新区(高新)
1123,47,1248,3306,87.001,21.33733333,H0024,净月区
1124,18,1955,4980,65.841,18.412,H0042,净月区
1125,10,1299,3453,73.3305,18.18766667,H0043,净月区
1126,33,1193,2722,63.94025,23.65033333,H0001,净月区
1127,13,973,1997,66.8855,18.66633333,H0040,净月区
1128,4,715,1467,65.5565,21.13533333,H0040,净月区
1129,31,1579,3242,65.54225,24.199,H0040,净月区
1130,9,770,1581,67.22725,19.93066667,H0040,净月区
1131,7,1092,2242,71.72025,16.326,H0040,净月区
1132,12,878,1824,76.096,26.749,H0041,净月区
1133,23,1662,3412,72.5235,27.31266667,H0040,净月区
1134,36,1283,2592,65.515,25.325,H0001,净月区
1135,11,1810,3760,72.0505,18.217,H0041,净月区
1136,11,543,1128,67.1815,21.319,H0041,净月区
1137,17,593,1232,69.9955,25.598,H0046,净月区
1138,10,340,693,86.9515,22.69033333,H0039,净月区
1139,19,1311,2681,83.84275,17.495,H0037,净月区
1140,14,490,1012,67.256,22.28133333,H0046,净月区
1141,21,833,1720,67.00925,25.79666667,H0046,净月区
1142,17,845,1744,67.2075,24.90333333,H0029,净月区
1143,23,921,2064,85.85875,5.375666667,H0028,净月区
1144,16,838,1796,67.16625,24.10566667,H0029,净月区
1145,13,476,973,83.46875,13.85266667,H0038,净月区
1146,10,518,1110,70.841,25.56733333,H0029,净月区
1147,6,571,1225,68.3055,19.86866667,H0029,净月区
1148,8,298,853,65.47475,20.781,H0001,净月区
1149,6,1021,2190,71.7245,16.12666667,H0030,净月区
1150,14,582,1666,64.26175,21.23133333,H0001,净月区
1151,24,736,1500,87.91325,27.47866667,H0027,净月区
1152,14,779,1970,85.1325,19.39533333,H0035,净月区
1153,11,447,1279,65.742,25.69033333,H0001,净月区
1154,11,1344,3503,73.688,17.373,H0035,净月区
1155,23,2881,8246,66.712,11.10533333,H0001,净月区
1156,13,548,1115,69.19525,25.896,H0051,净月区
1157,14,545,1228,71.8355,17.21733333,H0035,净月区
1158,29,675,1932,64.31225,25.173,H0001,净月区
1159,7,720,2061,63.41575,21.17566667,H0001,净月区
1160,11,228,513,86.09475,8.885,H0035,净月区
1161,10,357,1022,66.52275,23.07266667,H0002,净月区
1162,5,239,539,87.3625,18.63466667,H0035,净月区
1163,5,414,842,71.075,27.338,H0057,净月区
1164,19,450,1014,85.25225,25.231,H0035,净月区
1165,8,498,1425,62.8965,21.10833333,H0002,净月区
1166,10,554,1222,88.54525,29.058,H0033,净月区
1167,19,493,1111,85.0995,9.136666667,H0033,净月区
1168,6,331,667,67.22725,19.93066667,H0002,净月区
1169,18,838,1888,83.2245,3.413666667,H0008,净月区
1170,24,787,1585,65.68275,26.68666667,H0003,净月区
1171,8,493,1111,86.75525,5.818666667,H0004,净月区
1172,9,707,1637,80.90075,23.25333333,H0009,净月区
1173,6,196,399,88.03525,19.33366667,H0006,净月区
1174,5,276,608,84.153,13.75,H0006,净月区
1175,14,564,1428,86.68375,26.439,H0007,净月区
1176,11,503,1013,68.701,26.506,H0003,净月区
1177,17,355,1042,79.67775,4.225333333,H0009,净月区
1178,9,1163,2488,81.44025,23.396,H0009,净月区
1179,9,269,681,84.0695,11.915,H0009,净月区
1180,10,420,958,81.73925,22.35833333,H0009,净月区
1181,3,275,555,66.0785,22.36466667,H0003,净月区
1182,26,563,1428,71.5415,11.04733333,H0005,净月区
1183,9,1112,2332,74.407,16.07033333,H0025,净月区
1184,9,637,1362,84.5505,18.85766667,H0012,净月区
1185,2,68,192,62.959,21.54866667,H0003,净月区
1186,5,1659,4681,68.9555,20.50566667,H0003,净月区
1187,10,282,606,83.337,13.111,H0012,净月区
1188,9,308,660,83.32225,11.76766667,H0012,净月区
1189,13,347,1084,70.696,16.73566667,H0052,净月区
1190,11,307,866,64.71275,26.34166667,H0003,净月区
1191,9,514,1099,80.2895,9.552666667,H0012,净月区
1192,11,306,774,89.163,19.033,H0012,净月区
1193,8,455,973,81.31775,23.586,H0012,净月区
1194,14,2718,5740,72.6725,16.587,H0026,净月区
1195,8,280,599,79.49625,9.460666667,H0012,净月区
1196,7,440,1241,68.50025,24.88933333,H0003,净月区
1197,4,300,847,68.01675,22.002,H0003,净月区
1198,5,160,451,67.353,19.241,H0003,净月区
1199,7,485,1049,71.29525,25.95566667,H0057,净月区
1200,4,1007,3146,71.12725,22.268,H0052,净月区
1201,5,696,1506,70.6695,23.50733333,H0052,净月区
1202,19,404,964,83.84275,17.495,H0012,净月区
1203,6,618,2212,69.34675,27.749,H0053,净月区
1204,5,764,1602,74.563,17.065,H0025,净月区
1205,5,136,306,84.53375,14.41866667,H0047,净月区
1206,22,531,1266,83.68425,4.750666667,H0012,净月区
1207,8,373,1334,70.066,24.639,H0053,净月区
1208,10,321,765,80.8795,14.78133333,H0012,净月区
1209,12,1126,3176,64.1795,18.36533333,H0003,净月区
1210,6,328,781,84.8155,18.358,H0013,净月区
1211,21,634,1512,85.75625,4.052,H0013,净月区
1212,10,528,1258,80.95275,5.974,H0013,净月区
1213,10,257,612,83.67925,18.30266667,H0014,净月区
1214,3,213,461,80.9445,26.482,H0010,净月区
1215,3,96,230,86.47875,24.41533333,H0014,净月区
1216,5,159,379,81.5585,8.256333333,H0015,净月区
1217,5,191,454,85.166,26.384,H0015,净月区
1218,7,258,541,72.365,11.66,H0025,净月区
1219,4,96,211,86.9425,18.53333333,H0015,净月区
1220,8,342,964,64.85275,21.12133333,H0032,净月区
1221,12,1149,2480,71.521,24.286,H0050,净月区
1222,13,458,1003,86.69425,16.84633333,H0017,净月区
1223,3,386,816,74.9635,18.05033333,H0026,净月区
1224,11,282,617,92.85825,20.49233333,H0016,净月区
1225,14,719,1574,86.75525,5.818666667,H0049,净月区
1226,27,628,1279,75.12625,5.198,H0026,净月区
1227,3,101,315,83.22225,15.012,H0018,净月区
1228,4,203,572,62.959,21.54866667,H0032,净月区
1229,14,422,959,78.44775,13.68733333,H0020,净月区
1230,11,364,980,90.48675,19.37633333,H0019,净月区
1231,2,70,152,84.571,15.05033333,H0011,净月区
1232,3,777,1640,69.95525,21.31933333,H0026,净月区
1233,4,113,319,64.8125,20.215,H0032,净月区
1234,9,543,1147,77.98025,4.254666667,H0026,净月区
1235,2,156,396,68.162,26.83,H0045,净月区
1236,4,169,611,84.1855,13.071,H0021,净月区
1237,7,492,1039,77.1245,10.321,H0054,净月区
1238,3,401,876,87.4125,19.61266667,H0049,净月区
1239,5,581,1576,74.812,27.13166667,H0054,净月区
1240,11,726,1969,84.6905,3.139333333,H0056,净月区
1241,11,2151,5112,67.72775,10.96933333,H0034,净月区
1242,2,470,1034,64.85275,21.12133333,H0048,净月区
1243,6,457,969,79.12975,24.44933333,H0056,净月区
1244,4,463,981,78.23275,23.13833333,H0056,净月区
1245,5,199,727,79.17825,12.211,H0022,净月区
1246,6,173,424,82.1725,4.675,H0058,净月区
1247,3,107,264,89.9105,18.92833333,H0049,净月区
1248,10,367,777,74.513,26.057,H0058,净月区
1249,2,58,142,86.79975,15.776,H0049,净月区
1250,2,402,884,68.38125,7.199,H0058,净月区
1251,2,80,174,64.2295,22.28333333,H0023,净月区
1252,9,374,792,80.90025,8.199666667,H0058,净月区
1253,2,312,1018,79.016,23.21633333,H0058,净月区
1254,11,1448,3546,67.16975,9.827666667,H0053,净月区
1255,12,260,663,78.4255,6.319666667,H0059,净月区
1256,2,28,82,85.0355,13.673,H0036,净月区
1257,9,797,1685,73.6725,15.34633333,H0053,净月区
1258,4,135,483,79.6025,24.16,H0053,净月区
1259,2,68,244,84.115,17.36933333,H0044,净月区
1260,4,795,1681,77.4265,22.61733333,H0055,净月区
1261,2,60,128,85.95025,17.41966667,H0055,净月区
1262,2,90,254,81.44225,8.559666667,H0031,净月区
1263,5,169,551,91.679,20.09066667,H0055,净月区
1264,10,852,3048,78.737,23.64866667,H0055,净月区
1265,4,139,452,80.6905,12.51866667,H0055,净月区
1266,4,139,452,82.156,17.39333333,H0055,净月区
1267,22,564,1836,82.49725,4.523333333,H0055,净月区
1268,2,110,422,84.0895,12.28166667,H0055,净月区
1269,28,1598,3275,31.917,29.51233333,I0036,汽开区
1270,33,2147,4948,27.838,27.27766667,I0038,汽开区
1271,16,642,1720,41.7375,42.62466667,I0012,汽开区
1272,10,927,2485,41.34625,42.44733333,I0012,汽开区
1273,9,964,2020,40.162,43.823,I0040,汽开区
1274,13,1137,2620,20.7505,27.928,I0038,汽开区
1275,10,1522,3507,21.64975,25.096,I0038,汽开区
1276,8,1797,4206,44.02925,43.421,I0016,汽开区
1277,17,1082,2494,24.71775,25.14033333,I0038,汽开区
1278,25,1952,6396,24.86675,27.05466667,I0019,汽开区
1279,5,649,1590,37.35575,37.571,I0044,汽开区
1280,11,1175,2536,29.92,28.478,I0022,汽开区
1281,10,1216,2980,36.67725,37.079,I0044,汽开区
1282,19,1138,2471,45.69075,40.89566667,I0015,汽开区
1283,17,978,2111,23.125,27.82533333,I0022,汽开区
1284,5,289,624,42.77525,44.214,I0011,汽开区
1285,10,838,1794,26.87175,22.87733333,I0023,汽开区
1286,3,665,1394,41.3825,44.491,I0040,汽开区
1287,10,625,1310,41.3975,43.738,I0040,汽开区
1288,9,749,1603,26.16075,23.398,I0023,汽开区
1289,24,1282,3352,21.99875,34.239,I0020,汽开区
1290,8,530,1134,25.69625,25.76066667,I0023,汽开区
1291,21,1413,3160,22.115,35.15066667,I0018,汽开区
1292,7,964,2204,35.9975,41.51666667,I0045,汽开区
1293,10,374,1088,25.78025,25.29866667,I0024,汽开区
1294,10,818,2773,41.08625,37.34433333,I0043,汽开区
1295,21,1460,3714,24.38425,35.04233333,I0021,汽开区
1296,9,593,1215,31.09175,27.68966667,I0024,汽开区
1297,4,595,1301,33.14875,31.24833333,I0037,汽开区
1298,12,1139,3314,23.68125,26.506,I0024,汽开区
1299,21,1060,2317,31.9315,30.634,I0037,汽开区
1300,2,213,499,43.53825,42.14933333,I0016,汽开区
1301,20,2231,4868,18.80825,35.87366667,I0018,汽开区
1302,13,1558,3358,25.702,28.88366667,I0025,汽开区
1303,19,1482,3388,34.4215,39.49366667,I0045,汽开区
1304,4,427,920,23.54725,27.50133333,I0025,汽开区
1305,3,337,706,41.97675,44.51966667,I0040,汽开区
1306,7,527,1095,46.4025,43.75466667,I0017,汽开区
1307,8,611,1270,44.52875,43.03633333,I0017,汽开区
1308,9,745,1725,26.2985,34.308,I0035,汽开区
1309,10,708,1751,30.25975,36.41466667,I0042,汽开区
1310,2,217,543,39.97,42.28033333,I0050,汽开区
1311,2,375,842,42.61275,39.306,I0041,汽开区
1312,5,348,751,42.6125,43.49566667,I0011,汽开区
1313,13,589,1364,27.22575,35.00766667,I0035,汽开区
1314,7,468,1023,33.57325,32.63433333,I0037,汽开区
1315,19,1195,2683,36.142,37.909,I0041,汽开区
1316,8,736,1708,34.87175,38.23366667,I0052,汽开区
1317,9,376,871,30.8555,30.23333333,I0035,汽开区
1318,5,278,644,25.6335,22.96166667,I0035,汽开区
1319,1,237,513,37.34225,42.167,I0051,汽开区
1320,10,587,1318,41.3335,39.34666667,I0041,汽开区
1321,4,350,733,39.38225,42.093,I0040,汽开区
1322,8,402,1077,42.87225,38.93133333,I0012,汽开区
1323,4,244,625,38.91725,40.24633333,I0053,汽开区
1324,13,697,1614,32.42425,38.03066667,I0035,汽开区
1325,8,560,1425,31.255,36.72,I0021,汽开区
1326,19,1055,2245,40.848,40.151,I0046,汽开区
1327,11,547,1392,27.19675,35.48066667,I0021,汽开区
1328,13,665,1692,32.866,38.18,I0021,汽开区
1329,5,179,372,29.44725,26.90966667,I0010,汽开区
1330,1,160,340,38.9335,42.55033333,I0046,汽开区
1331,13,1068,2389,27.70425,34.81866667,I0027,汽开区
1332,17,597,1270,36.10325,39.43233333,I0046,汽开区
1333,10,571,1277,22.9775,34.47333333,I0029,汽开区
1334,8,331,704,36.2205,38.67966667,I0046,汽开区
1335,16,1068,2200,29.0015,36.23366667,I0048,汽开区
1336,16,760,1700,23.33375,35.44733333,I0030,汽开区
1337,20,834,3013,28.1,35.83266667,I0048,汽开区
1338,1,80,167,43.30825,43.53,I0017,汽开区
1339,1,90,192,40.96075,43.84333333,I0048,汽开区
1340,2,128,399,42.716,36.54433333,I0009,汽开区
1341,3,358,772,42.341,39.722,I0011,汽开区
1342,3,326,830,30.99975,37.24133333,I0048,汽开区
1343,8,416,1422,25.85525,36.09233333,I0039,汽开区
1344,16,770,1961,37.23725,39.30766667,I0011,汽开区
1345,17,1290,3286,30.427,35.58466667,I0009,汽开区
1346,13,1134,3528,28.37975,36.67966667,I0011,汽开区
1347,15,1054,2275,31.65575,33.292,I0034,汽开区
1348,1,62,180,20.98575,29.905,I0047,汽开区
1349,8,285,615,42.09475,38.29833333,I0034,汽开区
1350,2,75,162,41.9075,43.524,I0014,汽开区
1351,1,76,158,46.63775,41.38666667,I0014,汽开区
1352,7,548,1182,35.816,40.961,I0034,汽开区
1353,4,276,563,25.89725,35.19866667,I0039,汽开区
1354,3,172,358,43.5425,42.633,I0034,汽开区
1355,20,1358,2908,30.8195,32.76033333,I0047,汽开区
1356,16,893,2092,32.33125,37.22033333,I0047,汽开区
1357,8,526,1232,32.81,36.40266667,I0039,汽开区
1358,3,215,459,34.1185,38.02833333,I0026,汽开区
1359,10,743,1591,29.32275,35.179,I0039,汽开区
1360,4,271,661,45.3195,41.51433333,I0013,汽开区
1361,10,594,1272,33.04025,35.96,I0033,汽开区
1362,9,412,882,36.21025,39.50766667,I0002,汽开区
1363,7,364,743,23.84275,34.09733333,I0028,汽开区
1364,10,645,1373,32.8045,34.78633333,I0033,汽开区
1365,1,60,155,39.0255,42.22033333,I0054,汽开区
1366,5,326,663,35.17325,39.603,I0002,汽开区
1367,5,183,372,34.056,38.73933333,I0002,汽开区
1368,7,347,840,35.1485,37.14066667,I0001,汽开区
1369,1,270,654,41.673,40.778,I0001,汽开区
1370,3,187,545,33.31575,33.204,I0001,汽开区
1371,2,123,298,34.753,38.51666667,I0001,汽开区
1372,1,75,153,24.5725,34.19333333,I0028,汽开区
1373,1,81,194,44.66025,40.39566667,I0001,汽开区
1374,2,139,374,32.905,39.29233333,I0001,汽开区
1375,13,685,1996,33.0315,34.984,I0003,汽开区
1376,10,682,1987,32.119,36.031,I0003,汽开区
1377,15,811,1939,41.15325,41.09466667,I0003,汽开区
1378,13,837,1707,31.829,35.37066667,I0004,汽开区
1379,4,325,663,31.47825,34.49233333,I0004,汽开区
1380,4,208,440,25.53225,35.09033333,I0004,汽开区
1381,1,50,120,43.63225,43.896,I0004,汽开区
1382,3,138,329,36.183,36.433,I0004,汽开区
1383,2,70,167,41.38075,38.05333333,I0005,汽开区
1384,7,251,600,38.173,37.54933333,I0005,汽开区
1385,1,201,455,43.303,44.27733333,I0005,汽开区
1386,1,65,147,45.69075,40.89566667,I0005,汽开区
1387,11,703,1896,31.188,32.143,I0005,汽开区
1388,17,913,2066,30.147,27.586,I0031,汽开区
1389,1,126,285,41.40275,40.63266667,I0031,汽开区
1390,1,139,315,43.12325,43.33766667,I0031,汽开区
1391,5,263,556,23.9185,33.82133333,I0031,汽开区
1392,7,457,1034,34.971,36.639,I0031,汽开区
1393,1,198,448,45.90275,40.13633333,I0031,汽开区
1394,3,218,494,32.1595,32.65333333,I0031,汽开区
1395,3,202,433,41.46525,41.74133333,I0031,汽开区
1396,3,191,409,33.16175,39.20666667,I0032,汽开区
1397,1,163,332,42.5125,44.25866667,I0006,汽开区
1398,3,124,253,31.133,38.388,I0032,汽开区
1399,2,131,267,36.22975,36.079,I0006,汽开区
1400,1,111,226,41.89875,40.465,I0006,汽开区
1401,7,533,1086,32.745,34.02533333,I0032,汽开区
1402,4,187,381,31.54225,38.17966667,I0032,汽开区
1403,1,37,102,32.905,39.29233333,I0049,汽开区
1404,4,207,421,38.1365,40.79233333,I0032,汽开区
1405,5,231,908,25.50975,34.50633333,I0032,汽开区
1406,4,267,744,35.64725,40.52733333,I0008,汽开区
1407,2,185,727,26.07375,36.62833333,I0008,汽开区
1408,3,115,320,33.6255,36.866,I0008,汽开区
1409,1,48,134,45.3225,42.283,I0007,汽开区
